anunciante,area_privativa,area_total,atualizacao,bairro,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Beiramar Imóveis,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,460304,9486,,,SCRN 704/705,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-460304,530,295.000,5.784
Rose Moura,"70,00 m²"," 180,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,570324,11019,,,SQN 313,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-313-570324,650,710.000,10.142
Eixo W,"75,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,490080,25164,,,SQN 412 Bloco L,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-412-bloco-l-490080,710,850.000,11.333
ISG Consultoria LTDA,"122,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,562925,11458,,,SQN 308 Bloco A,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-308-bloco-a-562925,815,1.250.000,10.245
Daleprane Inteligência Imobiliária,"59,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,567672,25937,,,SQN 216 Bloco G,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-216-bloco-g-567672,400,650.000,11.016
Beiramar Imóveis,"140,00 m²"," 140,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,255956,9486,,,SHCGN 714,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-714-255956,,495.000,3.535
Rei da Troca,"36,00 m²"," 45,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,262980,513,,,CLN 209 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-209-bloco-c-262980,239,220.000,6.111
Rose Moura,"38,00 m²"," 100,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,524618,11019,,,CLN 114,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-114-524618,,160.000,4.210
N Locais,"78,00 m²"," 110,90 m²",01/07/2022,ASA NORTE,BRASÍLIA,505752,27827,,,SQN 403 Bloco D,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-403-bloco-d-505752,662,760.000,9.743
New Home Assessoria imobiliária,"48,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,564767,28276,,,SQN 210 Bloco A,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-210-bloco-a-564767,421,595.000,12.395
Antonio do Valle Empreendimentos Imobiliários ,"25,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,516875,3384,,,SGAN 911 Módulo G,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-911-modulo-g-516875,530,260.000,10.400
Lamartine Imóveis,"66,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,221460,9451,,,SHCGN 703,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-703-221460,,750.000,11.363
Guerri Investimentos Imobiliários,"56,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,571157,12641,,,SQN 402 Bloco P,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-402-bloco-p-571157,680,650.000,11.607
Conexão Brasília,"26,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,472895,24791,,,STN,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-stn-472895,410,225.000,8.653
Life Resort,"31,22 m²",,01/07/2022,ASA NORTE,BRASÍLIA,399572,11925,,,SHTN Trecho 2 Lote 3,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-2-lote-3-399572,,550.000,17.616
Pilotis Vendas,"113,00 m²"," 113,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,411851,22309,,,SQN 104,1,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-104-411851,850,1.150.000,10.176
Dourado Imóveis,"75,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,343999,27088,,,SHCGN 705,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-705-343999,580,649.000,8.653
Exclusive Imoveis,"75,00 m²"," 75,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,349637,26600,,,SQN 303 Bloco H,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-303-bloco-h-349637,,1.180.000,15.733
Nivaldo Vilela da Cunha,"60,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,480074,25854,,,SHN Quadra 04 Bloco B,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-04-bloco-b-480074,1.350,990.000,16.500
Ray Carvalho,"122,48 m²",,01/07/2022,ASA NORTE,BRASÍLIA,410603,13249,,,SQN 108 Bloco A,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-108-bloco-a-410603,969,1.250.000,10.205
Coemi Imóveis ,"37,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,381804,3545,,,SCRN 712/713,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-scrn-712-713-381804,,240.000,6.486
Aguiar de Vasconcelos ,"29,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,103293,3277,,,SHN Quadra 5,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-103293,872,250.000,8.620
Edson Almeida,"42,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,540183,20016,,,SCLRN 714 Bloco E,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sclrn-714-bloco-e-540183,,245.000,5.833
Coemi Imóveis ,"155,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,541234,3545,,,SQN 311,2,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-311-541234,1.650,2.280.000,14.709
Samantha Imóveis,"49,00 m²"," 55,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,518651,365J,,,SCRN 712/713 Bloco H,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-scrn-712-713-bloco-h-518651,,299.000,6.102
Via House Prime,"146,00 m²"," 146,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,432539,28564,,,SQN 310 Bloco B,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-310-bloco-b-432539,,1.350.000,9.246
Eliane Pinheiro Imoveis,"25,15 m²"," 37,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,564976,16018,,,SGAN 911 Módulo G ,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-911-modulo-g--564976,,248.000,9.860
Eldorado Imobiliária,"42,14 m²"," 42,14 m²",01/07/2022,ASA NORTE,BRASÍLIA,443504,7148,,,SHN Quadra 5,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-443504,,320.000,7.593
Rossana Montenegro Imobiliária,"96,00 m²"," 101,95 m²",01/07/2022,ASA NORTE,BRASÍLIA,553628,26289,,,SQN 312,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-553628,692,899.000,9.364
Thaís Imobiliaria,"31,00 m²"," 35,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,404633,CJ1704,,,CLN 308,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-308-404633,257,190.000,6.129
Manu Netimóveis,"60,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,348518,11983,,,SHCGN 706,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-706-348518,600,630.000,10.500
Luanda Lins,"43,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,416031,6992,,,SQN 407 Bloco A,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-407-bloco-a-416031,590,480.000,11.162
Thaís Imobiliaria,"30,00 m²"," 35,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,440680,CJ1704,,,SGAN 910,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-910-440680,330,309.000,10.300
Lettieri Imobiliária,"185,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,508887,9807,,,SQN 109 Bloco N,3,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-109-bloco-n-508887,2.200,2.600.000,14.054
Luiz Claudio Emp Imob,"46,00 m²"," 58,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,41297,1858,,,SCRN 714/715 BLOCO B,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-714-715-bloco-b-41297,367,345.000,7.500
Moni Netimoveis,"28,00 m²"," 28,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,562597,17097,,,SGAN 914 Módulo D,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-914-modulo-d-562597,350,255.000,9.107
Futura Consultoria e Negócios ,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,525173,CJ24892,,,SHTN,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-525173,1.468,640.000,12.549
Pilotis Vendas,"33,00 m²"," 33,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,359089,22309,,,SHN Quadra 5 Bloco I,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-bloco-i-359089,2.200,530.000,16.060
Lauro Soares,"71,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,465877,13433,,,CLN 408 Bloco D,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-cln-408-bloco-d-465877,90,450.000,6.338
Iury Zoghaib,"29,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,192220,24023,,,SHN Quadra 5,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-192220,,490.000,16.896
Marcos Imóveis DF,"96,30 m²"," 119,38 m²",01/07/2022,ASA NORTE,BRASÍLIA,505983,11613,,,SQN 312,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-505983,550,729.000,7.570
APG escritório imobiliário,"42,00 m²"," 48,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,476052,5548,,,CLN 316 Bloco F,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-316-bloco-f-476052,350,305.000,7.261
Aguiar de Vasconcelos ,"37,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,77403,3277,,,SHTN Trecho 1,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-1-77403,1.079,420.000,11.351
Massuh Imóveis ,"70,00 m²"," 70,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,562779,24825,,,SQN 211,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-562779,577,750.000,10.714
Salomão Carvalho,"147,00 m²"," 147,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,558400,7043,,,SQN 310 Bloco B,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-310-bloco-b-558400,1.024,1.650.000,11.224
Vieira Torres Imóveis,"95,00 m²"," 95,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,569112,11018,,,SQN 412,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-412-569112,740,850,8
Thaís Imobiliaria,"38,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,479915,CJ1704,,,SCLRN 711 Bloco G,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sclrn-711-bloco-g-479915,250,210.000,5.526
Pilotis Vendas,"110,00 m²"," 110,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568770,22309,,,SQN 309,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-309-568770,1.090,1.500.000,13.636
Precisa Netimóveis,"26,00 m²"," 26,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,462146,9422,,,SCLRN 703 Bloco I,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sclrn-703-bloco-i-462146,,159.900,6.150
Daniela Caldas,"125,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,569101,26447,,,SQN 108,2,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-108-569101,,1.150.000,9.200
Daleprane Inteligência Imobiliária,"79,90 m²",,01/07/2022,ASA NORTE,BRASÍLIA,561226,25937,,,SHCGN 704,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-704-561226,937,1.000.000,12.515
Thiago Cipriano,"130,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,280675,22205,,,SCRN 702/703,,5,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-scrn-702-703-280675,,670.000,5.153
Cristiane Poleto Imóveis,"36,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,490797,11104,,,CLN 311,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-311-490797,405,195.000,5.416
Thaís Imobiliaria,"41,00 m²"," 53,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,330600,CJ1704,,,SCRN 712/713 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-712-713-bloco-d-330600,250,230.000,5.609
Carlos Roberto Rodrigues de Araujo,"49,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,308964,5580,,,SHCGN 716 Bloco D,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-716-bloco-d-308964,530,450.000,9.183
JCMAX Imobiliária,"63,00 m²"," 109,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,514917,27779,,,SQN 211 Bloco K,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-bloco-k-514917,577,799.000,12.682
Ariete Ribas Consultoria Imobiliária,"31,00 m²"," 31,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,400891,25093,,,CLN 308,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-308-400891,257,230.000,7.419
Gladstone Gomes Corretor de Imóveis,"53,78 m²"," 73,81 m²",01/07/2022,ASA NORTE,BRASÍLIA,387993,5710,,,SQN 209 Bloco C,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-209-bloco-c-387993,600,675.000,12.551
1 Milliom Listings,"25,00 m²"," 25,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,550931,27584,,,SHN Quadra 1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-550931,0,320.000,12.800
Thaís Imobiliaria,"39,00 m²"," 49,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,397966,CJ1704,,,SHN Quadra 1 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-bloco-d-397966,650,349.500,8.961
Moni Netimoveis,"32,00 m²"," 32,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,485569,17097,,,SHN Quadra 5 Bloco B,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-bloco-b-485569,1.400,260.000,8.125
Maristela Imóveis,"117,00 m²"," 117,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,144579,9734,,,SQN 203,1,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-203-144579,,1.470.000,12.564
Smart Imob,"95,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,563504,24786,,,SQN 312,1,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-563504,580,780.000,8.210
JCMAX Imobiliária,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,529928,27779,,,SHN Quadra 1 Bloco D,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-bloco-d-529928,,285.000,10.178
Precisa Netimóveis,"30,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,443324,9422,,,SCRN 710/711 Bloco B,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-710-711-bloco-b-443324,295,280.000,9.333
Beth Albuquerque,"76,20 m²",,01/07/2022,ASA NORTE,BRASÍLIA,446933,8697,,,SQN 415,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-415-446933,,710.000,9.317
TL Imóveis,"70,00 m²"," 70,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,363808,5776,,,SCLRN 716 Bloco D,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sclrn-716-bloco-d-363808,,360.000,5.142
Ricardo Salvador,"74,00 m²"," 74,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,567138,15336,,,SCRN 710/711,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-scrn-710-711-567138,450,618.000,8.351
IC Corretora de Imóveis,"73,91 m²",,01/07/2022,ASA NORTE,BRASÍLIA,285675,24347,,,SQN 211 Bloco E,2,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-bloco-e-285675,,0, 
Coemi Imóveis ,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,504594,3545,,,SHN Quadra 4,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-504594,,220.000,7.857
Ariete Ribas Consultoria Imobiliária,"80,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,548746,25093,,,SQN 405,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-405-548746,700,730.000,9.125
Pilotis Vendas,"299,00 m²"," 299,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,402185,22309,,,SQN 309,3,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-402185,3.400,3.250.000,10.869
Abdala Imóveis,"40,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,462555,16964J,,,SHN Quadra 05 Bloco I,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-05-bloco-i-462555,1.228,415.000,10.375
Daleprane Inteligência Imobiliária,"128,00 m²"," 196,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,550959,25937,,,SQN 316,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-316-550959,1.120,1.530.000,11.953
EXCELLENCE NEGÓCIOS IMOBILIÁRIOS,"134,00 m²"," 241,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,558080,25040J,,,SCEN Trecho 1,3,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-scen-trecho-1-558080,,2.850.000,21.268
Suprema Imobiliária,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,463490,7626,,,SGAN 911,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-911-463490,349,235.000,8.392
Lamartine Imóveis,"38,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,439626,9451,,,SGAN 914,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-914-439626,,385.000,10.131
TZT Escritório Imobiliário ,"72,00 m²"," 88,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,566179,5680,,,SQN 309,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-309-566179,680,840,11
Thaís Imobiliaria,"38,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,302161,CJ1704,,,SQN 114,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-114-302161,190,180.000,4.736
Vilma Vaz Corretora,"28,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,140115,7107,,,CLN 411 BLOCO C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-411-bloco-c-140115,,198.000,7.071
Online Imob,"40,00 m²"," 40,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,516132,15820,,,CLN 310,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-310-516132,,270.000,6.750
Two Brokers,"104,00 m²"," 130,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,500882,12091,,,SHCGN 703 Bloco A,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-703-bloco-a-500882,950,1.000.000,9.615
Lamartine Imóveis,"30,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,289622,9451,,,SGAN 912,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-912-289622,,245.000,8.166
Munir Ghazale,"26,28 m²"," 50,52 m²",01/07/2022,ASA NORTE,BRASÍLIA,130583,12164,,,SHN Quadra 4 Bloco E,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-bloco-e-130583,,310.000,11.796
Beiramar Imóveis,"75,00 m²"," 120,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,390576,9486,,,SQN 410 Bloco K,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-410-bloco-k-390576,585,650.000,8.666
Ovídio Maia imóveis ,"96,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,490522,8080,,,SQN 312 Bloco J,1,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-bloco-j-490522,,950.000,9.895
Weliton Lima corretor de imóveis,"36,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,456748,5230,,,SCRN 714/715 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-scrn-714-715-bloco-c-456748,200,220.000,6.111
New Home Assessoria imobiliária,"31,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,471607,28276,,,SHTN Trecho 2 Lote 3,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-2-lote-3-471607,468,500.000,16.129
RCA Imóveis,"34,00 m²"," 34,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,434561,8998,,,CLN 109 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-109-bloco-c-434561,,145.000,4.264
Rose Moura,"80,00 m²"," 100,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,514118,11019,,,SQN 311,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-311-514118,630,1.090.000,13.625
4IMOB,"37,00 m²"," 37,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,516900,25942,,,CLN 411,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-411-516900,,264.000,7.135
New Home Assessoria imobiliária,"127,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,516479,28276,,,SQN 116 Bloco J,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-116-bloco-j-516479,1.100,1.350.000,10.629
Multiplic Imóveis,"75,12 m²"," 75,12 m²",01/07/2022,ASA NORTE,BRASÍLIA,433137,20111,,,SQN 409,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-409-433137,,650.000,8.652
Reinaldo Silva Corretor de Imóveis,"34,00 m²"," 44,78 m²",01/07/2022,ASA NORTE,BRASÍLIA,482302,16454,,,SGAN 914,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-914-482302,355,310.000,9.117
Jussiara Leilões,"104,20 m²",,01/07/2022,ASA NORTE,BRASÍLIA,518061,21820,,,SQN 212 Bloco F,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-212-bloco-f-518061,,772.282,7.411
Alessandro Jardim,"168,00 m²"," 168,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,560929,11763,,,SQN 109,2,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-109-560929,1.379,2.400.000,14.285
Futura Consultoria e Negócios ,"36,00 m²"," 36,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,478815,CJ24892,,,SCRN 710/711 Bloco H,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-710-711-bloco-h-478815,150,248.000,6.888
Pilotis Vendas,"33,00 m²"," 58,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,560755,22309,,,SHN Quadra 5,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-560755,,275.000,8.333
