anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Thaís Imobiliaria,"85,00 m²"," 85,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,568892,CJ1704,,,Avenida das Castanheiras,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-568892,600,578.000,6.800
Amorim Corretor de Imóveis,"33,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,572933,28397,,,Quadra 205,2,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-205-572933,,290.000,8.787
Daleprane Inteligência Imobiliária,"125,00 m²"," 125,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,505542,25937,,,Quadra 103,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-103-505542,936,1.100.000,8.800
Massuh Imóveis ,"66,00 m²"," 66,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,555786,24825,,,Rua 9,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-9-555786,,455.000,6.893
José Carvalho,"90,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,468027,16451,,,Rua 37,3,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-37-468027,,810.000,9.000
Beiramar Imóveis,"42,00 m²"," 42,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,523758,9486,,,Rua 7,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-7-523758,357,360.000,8.571
Brasilis Netimóveis,"162,00 m²"," 162,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,260559,23649,,,Quadra 101,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-101-260559,,1.568.970,9.685
Beiramar Imóveis,"57,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,498133,9486,,,Rua 31,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-31-498133,,500.000,8.771
Neres  Nogueira,"145,00 m²"," 166,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,456717,10469,,,Alameda das Acácias Quadra 107,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-alameda-das-acacias-quadra-107-456717,1.700,1.350.000,9.310
Beiramar Imóveis,"64,00 m²"," 64,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,561760,9486,,,Rua 31,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-31-561760,,620.000,9.687
Futura Consultoria e Negócios ,"414,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,355672,CJ24892,,,Avenida Pau Brasil,4,,5,5,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-355672,2.150,2.999.999,7.246
Massuh Imóveis ,"86,00 m²"," 321,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,517882,24825,,,Rua 4,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-4-517882,574,630.000,7.325
Ruti Batista,"64,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,470169,13025,,,Quadra 208,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-208-470169,520,580.000,9.062
Elite imoveis,"82,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,566350,25073,,,Quadra 101,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-101-566350,615,725.000,8.841
Fernandes & Coelho Imóveis,"53,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,560008,25533,,,Rua DAS PITANGUEIRAS,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-das-pitangueiras-560008,570,448.000,8.452
Clayton Souto,"128,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,450552,21802,,,Avenida das Araucárias,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-450552,850,1.203.900,9.405
Facilita Imóveis ,"106,00 m²"," 190,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,567449,22383,,,Rua 14,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-14-567449,950,850.000,8.018
Imóveis do DF,"87,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,529258,15605,,,Quadra 203,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-203-529258,750,750.000,8.620
TAU Construtora e Imobiliária,"41,00 m²"," 70,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,538290,13252,,,Avenida Jacarandá,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-538290,350,319.000,7.780
Ironilda Corretora de Imóveis,"77,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,475446,9436,,,Avenida Pau Brasil,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-pau-brasil-475446,546,585.000,7.597
Atalaia Empreendimentos Imobiliários,"85,00 m²"," 125,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,446733,17841,,,Rua 19,1,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-19-446733,750,650.000,7.647
Beiramar Imóveis,"27,00 m²"," 27,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,569899,9486,,,Rua 20,,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-20-569899,220,195.000,7.222
Luiz Cláudio Corretor de Imóveis,"32,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,543782,11145,,,Rua MANACA,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-manaca-543782,,350.000,10.937
Atalaia Empreendimentos Imobiliários,"82,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,540002,17841,,,Rua 13,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-13-540002,560,670.000,8.170
Park Sul Netimóveis,"46,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,554092,20892,,,QS 5 Rua 300,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-300-554092,,320.000,6.956
Beiramar Imóveis,"74,00 m²"," 74,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,477811,9486,,,Rua 36,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-36-477811,614,580.000,7.837
Laina Irineu,"43,00 m²"," 43,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,524768,20324,,,QS 7,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-areal-aguas-claras-df-qs-7-524768,250,249.000,5.790
Alexsandra Bicalho - My House,"146,00 m²"," 146,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,471873,22591,,,Avenida Pau Brasil,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-pau-brasil-471873,,1.380.000,9.452
Atalaia Empreendimentos Imobiliários,"54,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,473218,17841,,,Rua 37,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-37-473218,,679.000,12.574
GRM GESTÃO DE IMÓVEIS,"61,00 m²"," 61,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,559775,26469,,,QS 5 Rua 310,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-310-559775,390,290.000,4.754
JDM Imobiliária,"103,00 m²"," 103,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,538517,26287,,,Quadra 104,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-104-538517,690,690.000,6.699
Fernandes & Coelho Imóveis,"82,40 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,560906,25533,,,Rua Babaçu,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-babacu-560906,470,719.000,8.725
JDM Imobiliária,"127,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,491073,26287,,,Quadra 209,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-209-491073,1.200,1.065.000,8.385
Beiramar Imóveis,"164,00 m²"," 164,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,327268,9486,,,Rua 19,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-19-327268,1.250,1.135.000,6.920
Roberto Araruna - Escritório Imobiliário,"173,00 m²"," 173,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,481158,13815,,,Rua 18,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-18-481158,1.009,1.335.000,7.716
Fernando Cardoso,"87,00 m²"," 120,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,526826,6288,,,Rua 36,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-526826,730,650.000,7.471
Livia Maria,"203,00 m²"," 203,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,569457,24171,,,Avenida das Araucárias,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-569457,940,1.890.000,9.310
TAU Construtora e Imobiliária,"86,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,526478,13252,,,Rua 8,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-8-526478,900,740.000,8.604
Alessandro Jardim,"117,00 m²"," 117,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,266371,11763,,,Rua 30,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-30-266371,910,850.000,7.264
Nova Morada ,"36,00 m²"," 36,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,522475,4174,,,QS 7 Rua 800,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-areal-aguas-claras-df-qs-7-rua-800-522475,300,175.000,4.861
Patrícia Taynara,"55,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,571602,11273,,,Quadra 206,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-206-571602,,295.000,5.363
Regilene Gomes,"101,25 m²"," 204,04 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,276082,24114,,,Rua 25,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-25-276082,,888.504,8.775
Thaís Imobiliaria,"82,00 m²"," 115,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,541248,CJ1704,,,Quadra 104,2,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-104-541248,474,630.000,7.682
Imobiliária Pinheiro,"83,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,494429,14164,,,Quadra 210,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-210-494429,690,750.000,9.036
Facilita Imóveis ,"54,95 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,554893,22383,,,QS 5 Rua 310,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-310-554893,671,340.000,6.187
Liliane Holanda,"68,00 m²"," 112,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,514808,13071,,,Avenida Pau Brasil,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-514808,389,565.000,8.308
Isa imóveis,"33,00 m²"," 33,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,455025,23645,,,Rua COPAIBA,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-copaiba-455025,,320.000,9.696
Imóveis do DF,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,571412,15605,,,Rua 35,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-35-571412,567,570.000,8.142
SW Imóveis,"141,00 m²"," 244,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,398020,26356,,,Rua DAS PAINEIRAS,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-das-paineiras-398020,771,1.475.000,10.460
S Randazzo Imóveis,"180,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,501393,21410,,,Quadra 204,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-204-501393,1.100,1.340.000,7.444
Nayara Ravena ,"55,00 m²"," 70,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,511896,22936,,,Avenida Pau Brasil,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-511896,400,455.000,8.272
TAU Construtora e Imobiliária,"127,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,509769,13252,,,Quadra 209,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-209-509769,800,1.090.000,8.582
Imóveis do DF,"32,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,417735,15605,,,Avenida Jequitibá,1,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-417735,291,210.000,6.562
João Henrique Cerqueira Leite,"138,60 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,569543,19204,,,QD 301,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-qd-301-569543,,730.000,5.266
Vasco Junior Corretor de Imóveis,"61,00 m²"," 61,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,506942,28102,,,Avenida das Araucárias,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-506942,,640.000,10.491
Thaís Imobiliaria,"32,00 m²"," 32,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,509955,CJ1704,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-509955,390,300.000,9.375
Big_Z - Imóveis,"128,00 m²"," 128,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,515157,25444,,,Avenida das Araucárias,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-515157,,1,0
Nero Imóveis,"103,00 m²"," 103,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,550027,26203,,,Avenida das Araucárias,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-550027,520,960.000,9.320
Nova Capital Empreend. Imobiliários,"64,24 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,475858,10395,,,Rua 18,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-18-475858,587,570.000,8.872
Zulene Imóveis Netimóveis,"27,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,531578,24926,,,Avenida das Araucárias,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-531578,461,255.000,9.444
Hamilton Rocha Imóveis,"57,00 m²"," 57,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,472878,27564,,,Rua 3,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-3-472878,420,480.000,8.421
TAU Construtora e Imobiliária,"90,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,561808,13252,,,Quadra 107 Rua E,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-107-rua-e-561808,510,500.000,5.555
Thaís Imobiliaria,"127,00 m²"," 206,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,525196,CJ1704,,,Quadra 203,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-203-525196,800,800.000,6.299
SW Imóveis,"133,73 m²"," 214,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,507303,26356,,,Rua 5,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-5-507303,1.297,1.295.000,9.683
Unita Netimóveis,"203,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,573209,25331,,,Avenida das Araucárias,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-573209,,1.890.000,9.310
Marcelo Fima Consultor Imobiliário,"142,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,412079,22596,,,Rua 9,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-9-412079,1.300,1.230.000,8.661
7 Imob,"56,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,564990,25530,,,QS 5 Rua 120,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-120-564990,400,300.000,5.357
Robson Vieira,"54,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,555967,23080,,,Rua 30,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-30-555967,536,483.000,8.944
Cúpula Empreendimentos Imobiliários,"53,00 m²"," 53,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,472894,17610,,,Rua 30,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-30-472894,,465.000,8.773
VERAIMOVEIS,"32,00 m²"," 32,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,347972,10195,,,Avenida Jequitibá,1,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-347972,321,220.000,6.875
Balzani Corretor de Imóveis,"96,68 m²"," 125,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,403125,22957,,,Rua 18,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-18-403125,779,840.000,8.688
Imóveis do DF,"163,00 m²"," 215,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,328243,15605,,,Quadra 205,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-205-328243,,1.100.000,6.748
Thaís Imobiliaria,"98,00 m²"," 98,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,524561,CJ1704,,,Rua 4,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-4-524561,501,860.000,8.775
WR Imobiliária,"33,00 m²"," 33,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,529331,03107,,,Quadra 206,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-206-529331,428,269.999,8.181
RE/MAX Capital ,"212,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,560033,24523,,,Rua 36,2,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-36-560033,1.020,1.600.000,7.547
Atta Brasília Imóveis,"48,00 m²"," 53,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,521966,25451,,,Rua 18,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-18-521966,,332.000,6.916
Meu Imóvel,"225,00 m²"," 269,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,573131,25698,,,Quadra 201,4,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-201-573131,1.600,1.999.999,8.888
Atalaia Empreendimentos Imobiliários,"45,00 m²",,03/07/2022,ARNIQUEIRAS,,ÁGUAS CLARAS,515596,17841,,,SHA Conjunto 5 Chacará 49,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-arniqueiras-aguas-claras-df-sha-conjunto-5-chacara-49-515596,,125.000,2.777
Maurício Alves,"89,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,570420,12941,,,Avenida Parque Águas Claras Quadra 301 Conjunto 10,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-quadra-301-conjunto-10-570420,483,560.000,6.292
Ricarte de Andrade Negócios Imobiliários,"64,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,529140,27730,,,Quadra 101,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-101-529140,480,480.000,7.500
Andréia Gonçalves,"164,38 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,285844,25314,,,Quadra 104,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-104-285844,,1.635.000,9.946
Elizeu Imóveis,"33,00 m²"," 33,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,451159,22776,,,Quadra 105,,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-norte-aguas-claras-df-quadra-105-451159,435,180.000,5.454
Amorim Corretor de Imóveis,"48,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,352885,28397,,,Rua 37,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-37-352885,,370.000,7.708
Mude Negócios Imobiliários ,"144,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,410933,25727,,,Rua DAS PAINEIRAS,2,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-das-paineiras-410933,,1.475.000,10.243
AC Barbosa Imóveis,"47,00 m²"," 47,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,541483,25811,,,Rua 25,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-25-541483,398,375.000,7.978
Eliane Pinheiro Imoveis,"106,00 m²"," 190,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,530617,16018,,,Rua 14,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-14-530617,,850.000,8.018
Octavio Altamirano,"55,00 m²"," 98,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,562316,22431,,,Rua 20,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-20-562316,470,420.000,7.636
Vânia Alves,"168,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,565725,13364,,,Rua 28,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-28-565725,1.410,1.500.000,8.928
Thaís Imobiliaria,"32,00 m²"," 33,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,505682,CJ1704,,,Avenida Parque Águas Claras,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-505682,250,310.000,9.687
Daleprane Inteligência Imobiliária,"33,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,496573,25937,,,Rua 5,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-5-496573,,330.000,10.000
Branco Imóveis ,"46,00 m²"," 46,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,539467,7378J,,,QS 1,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-1-539467,,300.000,6.521
Imóveis do DF,"53,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,502358,15605,,,Quadra 107 Rua E,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-107-rua-e-502358,620,325.000,6.132
Ambiente Imóveis,"57,00 m²"," 70,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,515760,27535,,,Rua 3,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-3-515760,400,475.000,8.333
Beiramar Imóveis,"160,00 m²"," 160,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,277433,9486,,,Rua 8,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-8-277433,890,1.350.000,8.437
Conect Negócios Imobiliários,"127,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,431710,19919,,,Quadra 203,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-203-431710,,835.000,6.574
Daleprane Inteligência Imobiliária,"33,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,460712,25937,,,Quadra 105,,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-norte-aguas-claras-df-quadra-105-460712,430,180.000,5.454
Marcelo Fima Consultor Imobiliário,"168,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,554056,22596,,,Rua 28,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-28-554056,1.285,1.500.000,8.928
Bloco Imob,"63,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,529486,25854,,,Quadra 301 Rua A Conjunto 1,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-301-rua-a-conjunto-1-529486,,499.470,7.928
