anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Noronha & Edmilson Imóveis ,"64,00 m²"," 64,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,516634,11955,,,Rua 25,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-25-516634,600,474.900,7.420
Convicta Imoveis,"50,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,260531,22002,,,Avenida Jequitibá,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-260531,,210.000,4.200
Bordalo Imob,"170,00 m²"," 170,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,564188,23764,,,Rua 28,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-28-564188,1.515,1.650.000,9.705
Patricia Sampaio,"67,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,546942,24046,,,Avenida das Castanheiras,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-546942,,430.000,6.417
FM Imóveis,"94,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,562117,25085,,,Rua 9,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-9-562117,,980.000,10.425
Daleprane Inteligência Imobiliária,"72,00 m²"," 72,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,525734,25937,,,Avenida Parque Águas Claras,1,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-parque-aguas-claras-525734,,649.000,9.013
Ariete Ribas Consultoria Imobiliária,"125,00 m²"," 125,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,472629,25093,,,Quadra 103,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-103-472629,950,1.100.000,8.800
Lamartine Imóveis,"83,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,462703,9451,,,Quadra 201,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-201-462703,,578.000,6.963
IG Negócios Imobiliários,"68,00 m²"," 68,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,456741,25745,,,Avenida Pau Brasil,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-456741,395,560.000,8.235
Hamilton Rocha Imóveis,"65,00 m²"," 65,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,568955,27564,,,Rua 31,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-31-568955,475,615.000,9.461
Beiramar Imóveis,"133,00 m²"," 133,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,412959,9486,,,Rua 5,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-5-412959,1.275,1.250.000,9.398
JDM Imobiliária,"97,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,496628,26287,,,Rua DAS PAINEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-496628,800,770.000,7.938
Amorim Corretor de Imóveis,"32,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,570211,28397,,,Rua 25,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-25-570211,,300.000,9.375
Ferola Empreendimentos Imobiliários,"31,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,402345,11476,,,Rua 24,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-24-402345,365,315.000,10.161
Leopoldo Nascimento Empreendimentos Imobiliários ,"61,74 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,560209,6867,,,Rua 20,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-20-560209,488,480.000,7.774
Adeílson Oliveira,"143,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,563660,11530,,,Rua 27,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-27-563660,,1.290.000,9.020
AC Barbosa Imóveis,"77,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,495015,25811,,,Rua 3,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-3-495015,832,599.999,7.792
Habitacional Imobiliária ,"162,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,423701,18838,,,Quadra 101,,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-101-423701,,1.450.000,8.950
GRM GESTÃO DE IMÓVEIS,"137,00 m²"," 137,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,559665,26469,,,Rua 16,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-16-559665,1.022,1.200.000,8.759
Eros Oliveira,"85,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,555087,18405,,,Quadra 203,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-203-555087,500,550.000,6.470
Moni Netimoveis,"80,00 m²"," 80,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,229740,17097,,,Rua 19,1,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-19-229740,750,620.000,7.750
Patricia Melo,"128,00 m²"," 152,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,562871,13725,,,Avenida das Araucárias,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-562871,,1.300.000,10.156
Daleprane Inteligência Imobiliária,"116,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,566245,25937,,,Quadra 104,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-104-566245,,790.000,6.810
Beiramar Imóveis,"40,00 m²"," 40,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,482914,9486,,,Rua 7,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-7-482914,410,360.000,9.000
JK Imóveis,"150,00 m²"," 150,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,496095, 25.531,,,Avenida Flamboyant,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-flamboyant-496095,850,1.350.000,9.000
Thaís Imobiliaria,"47,00 m²"," 47,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,408412,CJ1704,,,Avenida Parque Águas Claras,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-408412,434,370.000,7.872
Matias,"70,04 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,509123,20759,,,Rua 30,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-30-509123,615,650.000,9.280
Thaís Imobiliaria,"60,00 m²"," 70,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,423776,CJ1704,,,Rua 30,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-30-423776,500,489.500,8.158
IG Negócios Imobiliários,"116,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,493213,25745,,,Quadra 104,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-104-493213,,795.000,6.853
Excellence Negócios Imobiliários ,"69,00 m²"," 120,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,553757,25040,,,Quadra 210,,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-210-553757,630,659.000,9.550
Soma Imóveis,"68,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,563542,26903,,,Avenida Pau Brasil,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-563542,,560.000,8.235
Ferola Empreendimentos Imobiliários,"33,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,396878,11476,,,Rua 5,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-5-396878,280,345.000,10.454
Conect Negócios Imobiliários,"55,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,450842,19919,,,Avenida Pau Brasil,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-450842,323,515.000,9.363
GCarvalho Corretor de Imóveis,"34,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,404042,26579,,,Avenida Jacarandá,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-404042,330,330.000,9.705
Athaydes Imóveis,"80,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,507502,25253,,,Avenida Parque Águas Claras,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-parque-aguas-claras-507502,,570.000,7.125
JCMAX Imobiliária,"28,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,551073,27779,,,Rua 20,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-20-551073,272,225.000,8.035
Dornelas & Castro Negócios Imobiliários ,"40,00 m²"," 52,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,182510,25447,,,Rua JERIVA,1,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-sul-aguas-claras-df-rua-jeriva-182510,,259.000,6.475
Benini Imóveis  ,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,567469,25433,,,Rua 22,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-22-567469,590,520.000,7.428
Marcelo Fima Consultor Imobiliário,"64,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,565829,22596,,,Rua 14,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-14-565829,0,470.000,7.343
Livia Maria,"74,00 m²"," 74,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,453835,24171,,,Avenida Parque Águas Claras,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-453835,370,475.000,6.418
Liberty Imóveis,"158,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,335043,24105,,,Avenida das Araucárias,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-335043,780,1.500.000,9.493
Aluísio Junior,"196,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,452530,14587,,,Quadra 106,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-106-452530,1.185,1.375.000,7.015
Corretor Cristiano Batista,"79,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,520999,12658,,,Quadra 208,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-208-520999,580,625.000,7.911
RJB Consultoria Imobiliária,"203,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,541425,18499,,,Avenida das Araucárias,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-541425,950,1.999.999,9.852
Eros Oliveira,"102,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,567657,18405,,,Rua 35,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-35-567657,,1.050.000,10.294
Fernandes & Coelho Imóveis,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,449795,25533,,,Rua Babaçu,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-babacu-449795,420,605.000,8.642
Alessandro Jardim,"117,00 m²"," 117,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,266368,11763,,,Rua 30,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-30-266368,910,850.000,7.264
Patrícia Alves Corretora de Imóveis,"57,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,573267,20736,,,Rua 9,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-9-573267,450,355.000,6.228
Urbanic Imóveis,"33,00 m²"," 33,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,397066,27544,,,Rua 5,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-5-397066,280,325.000,9.848
Atalaia Empreendimentos Imobiliários,"32,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,494550,17841,,,Avenida Jequitibá,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-494550,321,210.000,6.562
360 Imóveis Brasília,"65,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,564021,25169,,,Rua 31,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-31-564021,630,615.000,9.461
JCMAX Imobiliária,"79,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,473482,27779,,,Rua 3,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-3-473482,,680.000,8.607
Daleprane Inteligência Imobiliária,"34,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,516542,25937,,,Avenida Jacarandá,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-516542,272,299.000,8.794
Patrícia Dalosto Consultora Imobiliária,"34,80 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,558336,20420,,,Rua 31,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-31-558336,418,310.000,8.908
Eros Oliveira,"29,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,563668,18405,,,Rua 20,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-20-563668,,190.000,6.551
Ana Berg,"36,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,478983,22893,,,QS 9 Rua 100,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-areal-aguas-claras-df-qs-9-rua-100-478983,300,180.000,5.000
VERAIMOVEIS,"132,00 m²"," 132,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,514916,10195,,,Quadra 104,1,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-104-514916,976,840.000,6.363
Leila Freitas Corretora de Imóveis,"72,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,529276,14574,,,Avenida Parque Águas Claras Conjunto 4,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-conjunto-4-529276,,650.000,9.027
Beiramar Imóveis,"60,00 m²"," 60,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,554388,9486,,,Rua 17,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-17-554388,594,560.000,9.333
Antônio Filho Imobiliária,"46,00 m²"," 65,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,508028,23921,,,QS 5,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-508028,366,320.000,6.956
Cíntia Saraiva,"38,00 m²"," 70,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,527580,26830,,,Avenida Flamboyant,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-avenida-flamboyant-527580,451,330.000,8.684
Juliano - My House,"36,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,570424,10929,,,Rua 34,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-34-570424,,260.000,7.222
EB Consultor de Imóveis,"147,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,394404,26512,,,Rua 20,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-20-394404,,820.000,5.578
Deuzirene Ribeiro,"47,00 m²"," 47,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,572902,25618,,,Avenida Jequitibá,2,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-sul-aguas-claras-df-avenida-jequitiba-572902,340,210.000,4.468
Gilson Lima,"71,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,564703,12604,,,Rua 35,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-35-564703,571,570.000,8.028
Ferola Empreendimentos Imobiliários,"139,00 m²"," 165,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,398445,11476,,,Quadra 103,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-103-398445,1.000,1.150.000,8.273
Amorim Corretor de Imóveis,"46,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,564522,28397,,,QS 7,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-7-564522,,180.000,3.913
Thaís Imobiliaria,"30,00 m²"," 40,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,516225,CJ1704,,,QS 8 Conjunto 220B,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-areal-aguas-claras-df-qs-8-conjunto-220b-516225,200,100.000,3.333
Fernandes & Coelho Imóveis,"82,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,513758,25533,,,Quadra 204,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-204-513758,710,620.000,7.560
Hamilton Rocha Imóveis,"110,00 m²"," 110,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,562309,27564,,,Quadra 201,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-201-562309,700,830.000,7.545
Jackson & Jackson,"158,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,476995,13896,,,Avenida das Araucárias,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-476995,,1.580.000,10.000
Fernandes & Coelho Imóveis,"34,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,520800,25533,,,Rua 20,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-20-520800,484,265.000,7.794
Zulene Imóveis Netimóveis,"63,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,509247,24926,,,Rua DAS CARNAUBAS,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-carnaubas-509247,,475.083,7.541
Lauro Soares,"60,00 m²"," 60,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,571485,13433,,,QS 5 Rua 310,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-310-571485,,330.000,5.500
Paulo Roberto,"82,00 m²"," 82,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,483079,18781,,,Quadra 207,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-483079,630,769.000,9.378
Roberto Araruna - Escritório Imobiliário,"80,88 m²"," 133,66 m²",03/07/2022,SUL,,ÁGUAS CLARAS,517408,13815,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-517408,556,643.000,7.950
BSB 61 Soluções Imobiliárias,"62,75 m²"," 163,28 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,522644,10425,,,Rua COPAIBA,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-copaiba-522644,,0, 
Anna Henrique,"61,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,529826,26132,,,Rua 9,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-9-529826,,520.000,8.524
1 Milliom Listings,"70,00 m²"," 70,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,525318,27584,,,Rua 30,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-30-525318,560,635.000,9.071
Imóveis do DF,"64,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,446815,15605,,,Rua 25,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-25-446815,570,545.000,8.515
Amorim Corretor de Imóveis,"37,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,323650,28397,,,Rua 18,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-18-323650,,392.000,10.594
A.S. Assessoria Imobiliária,"46,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,238001,9033,,,QS 5 Rua 300,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-300-238001,,265.000,5.760
Lopes Capital,"98,00 m²"," 98,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,504130,25241,,,Rua DAS PITANGUEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-das-pitangueiras-504130,827,678.000,6.918
Locimob Imobiliária,"70,00 m²"," 70,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,506186,23746,,,Rua 33,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-33-506186,482,520.000,7.428
Ferola Empreendimentos Imobiliários,"62,00 m²"," 90,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,511097,11476,,,Rua 37,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-37-511097,519,430.000,6.935
Espaço Imobiliária,"60,00 m²"," 60,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,480880,19825,,,Rua 30,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-30-480880,554,477.000,7.950
Ferola Empreendimentos Imobiliários,"35,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,418127,11476,,,Rua 36,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-36-418127,435,292.000,8.342
Samuel Imobiliária,"60,00 m²"," 60,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,485414,26046,,,Quadra 205,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-205-485414,450,415.000,6.916
Juliana Storoz Consultória,"70,00 m²"," 70,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,559461,24341,,,QS 5 Rua 860,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-860-559461,519,587.899,8.398
Unidade Invicta Imoveis Riacho Fundo 1,"42,00 m²"," 42,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,443705,4453,,,Avenida Sibipiruna,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-sibipiruna-443705,360,420.000,10.000
Conect Negócios Imobiliários,"82,88 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,485190,19919,,,Quadra 207,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-485190,580,750.000,9.049
Meu Imóvel,"52,00 m²"," 64,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,568230,25698,,,Rua 36,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-36-568230,490,478.999,9.211
FM Imóveis,"106,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,518249,25085,,,Rua DAS PAINEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-518249,,880.000,8.301
Dangelo's,"265,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,561101,24855,,,Quadra 205,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-205-561101,1.800,2.200.000,8.301
Patrícia Dalosto Consultora Imobiliária,"43,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,526883,20420,,,Avenida Jacarandá,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-526883,,460.000,10.697
Zulene Imóveis Netimóveis,"53,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,540306,24926,,,Avenida das Araucárias,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-540306,536,450.000,8.490
Daniel Ribas,"126,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,319241,26501,,,Quadra 106,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-106-319241,,790.000,6.269
Bloco Imob,"68,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,541651,25854,,,Rua 18,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-18-541651,580,620.000,9.117
Luenira Felske,"83,41 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,384476,20684,,,Rua BURITI,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-buriti-384476,590,660.000,7.912
